  Lines          Copies        Function name
      12 (0.0%)      1 (0.0%)  ra_ssr::MatchFinder::add_rule
      12 (0.0%)      1 (0.0%)  ra_ssr::matching::PatternIterator::new
      12 (0.0%)      1 (0.0%)  ra_ssr::parsing::<impl core::str::FromStr for ra_ssr::SsrRule>::from_str::{{closure}}
      12 (0.0%)      1 (0.0%)  std::collections::hash::map::HashMap<K,V,S>::keys
      12 (0.0%)      1 (0.0%)  std::collections::hash::map::HashMap<K,V,S>::values_mut
      11 (0.0%)      2 (0.0%)  alloc::boxed::Box<T>::new
      11 (0.0%)      1 (0.0%)  <&T as core::convert::AsRef<U>>::as_ref
      11 (0.0%)      1 (0.0%)  <alloc::string::String as core::cmp::PartialEq>::eq
      11 (0.0%)      1 (0.0%)  <alloc::vec::Vec<T> as core::ops::deref::DerefMut>::deref_mut
      11 (0.0%)      1 (0.0%)  <core::iter::adapters::Copied<I> as core::iter::traits::iterator::Iterator>::next
      11 (0.0%)      1 (0.0%)  <rowan::api::SyntaxElementChildren<L> as core::iter::traits::iterator::Iterator>::next
      11 (0.0%)      1 (0.0%)  alloc::str::join_generic_copy::{{closure}}::{{closure}}
      11 (0.0%)      1 (0.0%)  core::core_arch::x86::sse2::_mm_set_epi64x
      11 (0.0%)      1 (0.0%)  core::iter::traits::iterator::Iterator::peekable
      11 (0.0%)      1 (0.0%)  core::num::<impl u16>::leading_zeros
      11 (0.0%)      1 (0.0%)  core::num::<impl u16>::trailing_zeros
      11 (0.0%)      1 (0.0%)  core::num::<impl usize>::count_ones
      11 (0.0%)      1 (0.0%)  core::num::<impl usize>::rotate_left
      11 (0.0%)      1 (0.0%)  hashbrown::map::HashMap<K,V,S>::contains_key
      11 (0.0%)      1 (0.0%)  hashbrown::map::HashMap<K,V,S>::remove
      11 (0.0%)      1 (0.0%)  hashbrown::raw::sse2::Group::load
      11 (0.0%)      1 (0.0%)  hashbrown::raw::sse2::Group::load_aligned
      11 (0.0%)      1 (0.0%)  log::max_level
      11 (0.0%)      1 (0.0%)  rowan::api::SyntaxNode<L>::preorder_with_tokens
      11 (0.0%)      1 (0.0%)  rowan::api::SyntaxNode<L>::preorder_with_tokens::{{closure}}
      11 (0.0%)      1 (0.0%)  text_size::size::TextSize::checked_sub
      10 (0.0%)      5 (0.0%)  hashbrown::raw::RawTable<T>::reserve::{{closure}}
      10 (0.0%)      4 (0.0%)  smol_str::Repr::new::{{closure}}
      10 (0.0%)      2 (0.0%)  alloc::sync::data_offset
      10 (0.0%)      2 (0.0%)  core::cell::UnsafeCell<T>::new
      10 (0.0%)      2 (0.0%)  core::cmp::impls::<impl core::cmp::PartialEq<&B> for &A>::ne
      10 (0.0%)      2 (0.0%)  core::iter::traits::iterator::Iterator::for_each::call
      10 (0.0%)      1 (0.0%)  <ra_ssr::parsing::NodeKind as core::fmt::Debug>::fmt
      10 (0.0%)      1 (0.0%)  core::num::<impl i32>::unchecked_add
      10 (0.0%)      1 (0.0%)  core::num::<impl usize>::saturating_add
      10 (0.0%)      1 (0.0%)  core::num::<impl usize>::unchecked_add
      10 (0.0%)      1 (0.0%)  core::num::<impl usize>::unchecked_sub
      10 (0.0%)      1 (0.0%)  core::num::<impl usize>::wrapping_add
      10 (0.0%)      1 (0.0%)  core::num::<impl usize>::wrapping_mul
      10 (0.0%)      1 (0.0%)  core::num::<impl usize>::wrapping_sub
      10 (0.0%)      1 (0.0%)  core::option::Option<&T>::copied
      10 (0.0%)      1 (0.0%)  core::ptr::const_ptr::<impl *const T>::guaranteed_eq
      10 (0.0%)      1 (0.0%)  core::ptr::const_ptr::<impl *const T>::wrapping_offset
      10 (0.0%)      1 (0.0%)  hashbrown::raw::sse2::Group::match_empty_or_deleted
      10 (0.0%)      1 (0.0%)  rowan::api::SyntaxNode<L>::first_child_or_token
      10 (0.0%)      1 (0.0%)  rowan::api::SyntaxNode<L>::first_token
       9 (0.0%)      3 (0.0%)  alloc::slice::<impl [T]>::to_vec
       9 (0.0%)      3 (0.0%)  alloc::vec::Vec<T>::set_len
       9 (0.0%)      3 (0.0%)  core::str::<impl str>::parse
       9 (0.0%)      3 (0.0%)  ra_ssr::parsing::parse_placeholder::{{closure}}
       9 (0.0%)      1 (0.0%)  <core::str::Bytes as core::iter::traits::iterator::Iterator>::next
       9 (0.0%)      1 (0.0%)  <core::str::pattern::RejectAndMatch as core::str::pattern::TwoWayStrategy>::matching
       9 (0.0%)      1 (0.0%)  <core::str::pattern::RejectAndMatch as core::str::pattern::TwoWayStrategy>::rejecting
       9 (0.0%)      1 (0.0%)  <std::collections::hash::map::Keys<K,V> as core::iter::traits::iterator::Iterator>::next
       9 (0.0%)      1 (0.0%)  <std::collections::hash::map::ValuesMut<K,V> as core::iter::traits::iterator::Iterator>::next
       9 (0.0%)      1 (0.0%)  alloc::rc::RcBoxPtr::dec_strong
       9 (0.0%)      1 (0.0%)  alloc::rc::RcBoxPtr::dec_weak
       9 (0.0%)      1 (0.0%)  alloc::sync::Arc<[T]>::allocate_for_slice::{{closure}}
       9 (0.0%)      1 (0.0%)  core::char::convert::from_u32_unchecked
       9 (0.0%)      1 (0.0%)  core::core_arch::x86::sse2::_mm_loadu_si128
       9 (0.0%)      1 (0.0%)  core::hash::impls::<impl core::hash::Hash for str>::hash
       9 (0.0%)      1 (0.0%)  core::str::pattern::TwoWaySearcher::byteset_contains
       9 (0.0%)      1 (0.0%)  core::str::traits::<impl core::slice::SliceIndex<str> for core::ops::range::RangeTo<usize>>::index::{{closure}}
       9 (0.0%)      1 (0.0%)  hashbrown::map::HashMap<K,V,S>::remove_entry::{{closure}}
       9 (0.0%)      1 (0.0%)  rustc_hash::FxHasher::add_to_hash
       9 (0.0%)      1 (0.0%)  salsa::runtime::Runtime::current_revision
       8 (0.0%)      2 (0.0%)  core::option::Option<T>::is_none
       8 (0.0%)      2 (0.0%)  core::result::Result<T,E>::is_err
       8 (0.0%)      2 (0.0%)  std::collections::hash::map::HashMap<K,V,S>::get
       8 (0.0%)      1 (0.0%)  <DB as ra_db::SourceDatabase>::parse
       8 (0.0%)      1 (0.0%)  <DB as ra_hir_def::db::DefDatabase>::body_with_source_map
       8 (0.0%)      1 (0.0%)  <DB as ra_hir_ty::db::HirDatabase>::lookup_intern_impl_trait_id
       8 (0.0%)      1 (0.0%)  <DB as ra_hir_ty::db::HirDatabase>::program_clauses_for_chalk_env
       8 (0.0%)      1 (0.0%)  <T as ra_db::CheckCanceled>::check_canceled
       8 (0.0%)      1 (0.0%)  <core::str::Split<P> as core::iter::traits::iterator::Iterator>::next
       8 (0.0%)      1 (0.0%)  <core::str::pattern::StrSearcher as core::str::pattern::Searcher>::haystack
       8 (0.0%)      1 (0.0%)  <log::Level as core::cmp::PartialOrd<log::LevelFilter>>::le
       8 (0.0%)      1 (0.0%)  <std::collections::hash::map::IterMut<K,V> as core::iter::traits::iterator::Iterator>::next
       8 (0.0%)      1 (0.0%)  alloc::string::String::push_str
       8 (0.0%)      1 (0.0%)  alloc::sync::Arc<T>::allocate_for_layout::{{closure}}
       8 (0.0%)      1 (0.0%)  core::cell::Cell<T>::new
       8 (0.0%)      1 (0.0%)  core::sync::atomic::AtomicPtr<T>::load
       8 (0.0%)      1 (0.0%)  core::sync::atomic::AtomicUsize::new
       8 (0.0%)      1 (0.0%)  hashbrown::raw::sse2::Group::match_full
       8 (0.0%)      1 (0.0%)  rowan::api::SyntaxToken<L>::text_range
       8 (0.0%)      1 (0.0%)  smol_str::SmolStr::as_str
       7 (0.0%)      1 (0.0%)  <alloc::string::String as core::convert::AsRef<str>>::as_ref
       7 (0.0%)      1 (0.0%)  <alloc::string::String as core::fmt::Debug>::fmt
       7 (0.0%)      1 (0.0%)  <alloc::string::String as core::fmt::Display>::fmt
       7 (0.0%)      1 (0.0%)  <alloc::string::String as core::hash::Hash>::hash
       7 (0.0%)      1 (0.0%)  <alloc::sync::Arc<[T]> as alloc::sync::ArcFromSlice<T>>::from_slice
       7 (0.0%)      1 (0.0%)  <alloc::sync::Arc<[T]> as core::convert::From<&[T]>>::from
       7 (0.0%)      1 (0.0%)  <core::iter::adapters::Rev<I> as core::iter::traits::iterator::Iterator>::next
       7 (0.0%)      1 (0.0%)  <core::str::Chars as core::iter::traits::iterator::Iterator>::next
       7 (0.0%)      1 (0.0%)  <smol_str::SmolStr as core::hash::Hash>::hash
       7 (0.0%)      1 (0.0%)  <usize as core::slice::SliceIndex<[T]>>::index
       7 (0.0%)      1 (0.0%)  alloc::boxed::Box<T>::into_raw
       7 (0.0%)      1 (0.0%)  alloc::str::<impl core::borrow::Borrow<str> for alloc::string::String>::borrow
       7 (0.0%)      1 (0.0%)  alloc::string::String::as_str
       7 (0.0%)      1 (0.0%)  core::iter::traits::iterator::Iterator::copied
       7 (0.0%)      1 (0.0%)  core::iter::traits::iterator::Iterator::rev
       7 (0.0%)      1 (0.0%)  core::slice::<impl [T]>::get_unchecked_mut
       7 (0.0%)      1 (0.0%)  core::slice::Iter<T>::as_slice
       7 (0.0%)      1 (0.0%)  core::str::<impl core::convert::AsRef<[u8]> for str>::as_ref
       7 (0.0%)      1 (0.0%)  core::str::<impl str>::get_unchecked
       7 (0.0%)      1 (0.0%)  core::str::<impl str>::len
       7 (0.0%)      1 (0.0%)  hashbrown::raw::sse2::Group::store_aligned
       7 (0.0%)      1 (0.0%)  rowan::api::SyntaxNode<L>::text_range
       7 (0.0%)      1 (0.0%)  salsa::runtime::Runtime::pending_revision
       7 (0.0%)      1 (0.0%)  smol_str::SmolStr::to_string
       7 (0.0%)      1 (0.0%)  thin_dst::polyfill::slice_from_raw_parts::make_slice
       6 (0.0%)      3 (0.0%)  hashbrown::map::HashMap<K,V,S>::get::{{closure}}
       6 (0.0%)      2 (0.0%)  <alloc::vec::Vec<T> as core::default::Default>::default
       6 (0.0%)      2 (0.0%)  <core::iter::adapters::Cloned<I> as core::iter::traits::iterator::Iterator>::size_hint
       6 (0.0%)      2 (0.0%)  <core::str::Bytes as core::iter::traits::iterator::Iterator>::all
       6 (0.0%)      2 (0.0%)  core::cmp::Ord::max
       6 (0.0%)      2 (0.0%)  core::cmp::Ord::min
       6 (0.0%)      2 (0.0%)  core::cmp::max
       6 (0.0%)      2 (0.0%)  core::iter::adapters::copy_try_fold
       6 (0.0%)      2 (0.0%)  core::iter::traits::iterator::Iterator::all::check
       6 (0.0%)      2 (0.0%)  core::iter::traits::iterator::Iterator::take_while
       6 (0.0%)      2 (0.0%)  core::option::Option<&T>::cloned::{{closure}}
       6 (0.0%)      2 (0.0%)  ra_ssr::parsing::parse_constraint::{{closure}}
       6 (0.0%)      1 (0.0%)  <T as core::convert::TryFrom<U>>::try_from
       6 (0.0%)      1 (0.0%)  <alloc::rc::Rc<T> as core::clone::Clone>::clone
       6 (0.0%)      1 (0.0%)  <alloc::vec::SetLenOnDrop as core::ops::drop::Drop>::drop
       6 (0.0%)      1 (0.0%)  <rowan::api::SyntaxNode<L> as core::convert::From<rowan::cursor::SyntaxNode>>::from
       6 (0.0%)      1 (0.0%)  <rowan::api::SyntaxNodeChildren<L> as core::iter::traits::iterator::Iterator>::next
       6 (0.0%)      1 (0.0%)  <rowan::cursor::SyntaxNode as core::clone::Clone>::clone
       6 (0.0%)      1 (0.0%)  alloc::rc::Rc<T>::from_inner
       6 (0.0%)      1 (0.0%)  alloc::rc::RcBoxPtr::strong
       6 (0.0%)      1 (0.0%)  alloc::rc::RcBoxPtr::weak
       6 (0.0%)      1 (0.0%)  alloc::vec::SetLenOnDrop::increment_len
       6 (0.0%)      1 (0.0%)  core::alloc::layout::Layout::dangling
       6 (0.0%)      1 (0.0%)  core::cmp::impls::<impl core::cmp::PartialOrd for u32>::partial_cmp
       6 (0.0%)      1 (0.0%)  core::cmp::impls::<impl core::cmp::PartialOrd for usize>::partial_cmp
       6 (0.0%)      1 (0.0%)  core::core_arch::x86::sse2::_mm_or_si128
       6 (0.0%)      1 (0.0%)  core::iter::adapters::Peekable<I>::peek::{{closure}}
       6 (0.0%)      1 (0.0%)  core::iter::adapters::map_try_fold
       6 (0.0%)      1 (0.0%)  core::str::utf8_first_byte
       6 (0.0%)      1 (0.0%)  core::sync::atomic::AtomicUsize::fetch_add
       6 (0.0%)      1 (0.0%)  core::sync::atomic::AtomicUsize::fetch_sub
       6 (0.0%)      1 (0.0%)  core::sync::atomic::AtomicUsize::load
       6 (0.0%)      1 (0.0%)  hashbrown::map::HashMap<K,V,S>::remove::{{closure}}
       6 (0.0%)      1 (0.0%)  hashbrown::raw::bitmask::BitMask::remove_lowest_bit
       6 (0.0%)      1 (0.0%)  hashbrown::raw::sse2::Group::match_empty
       6 (0.0%)      1 (0.0%)  rowan::api::SyntaxToken<L>::kind
       6 (0.0%)      1 (0.0%)  rowan::utility_types::NodeOrToken::Node
       5 (0.0%)      1 (0.0%)  <core::ptr::non_null::NonNull<T> as core::convert::From<core::ptr::unique::Unique<T>>>::from
       5 (0.0%)      1 (0.0%)  <ra_ssr::matching::Var as core::cmp::PartialEq>::eq
       5 (0.0%)      1 (0.0%)  <usize as core::slice::SliceIndex<[T]>>::get_unchecked
       5 (0.0%)      1 (0.0%)  core::alloc::layout::Layout::align
       5 (0.0%)      1 (0.0%)  core::char::methods::<impl char>::len_utf8
       5 (0.0%)      1 (0.0%)  core::core_arch::simd::i64x2::new
       5 (0.0%)      1 (0.0%)  core::str::utf8_acc_cont_byte
       5 (0.0%)      1 (0.0%)  hashbrown::raw::Bucket<T>::read
       5 (0.0%)      1 (0.0%)  hashbrown::raw::bitmask::BitMask::invert
       5 (0.0%)      1 (0.0%)  hashbrown::raw::bitmask::BitMask::leading_zeros
       5 (0.0%)      1 (0.0%)  hashbrown::raw::bitmask::BitMask::trailing_zeros
       5 (0.0%)      1 (0.0%)  ra_ssr::replacing::matches_to_edit
       5 (0.0%)      1 (0.0%)  rowan::api::SyntaxNode<L>::kind
       5 (0.0%)      1 (0.0%)  std::thread::local::lazy::LazyKeyInner<T>::get
       5 (0.0%)      1 (0.0%)  std::thread::local::lazy::LazyKeyInner<T>::take
       4 (0.0%)      1 (0.0%)  <&mut W as core::fmt::Write>::write_char
       4 (0.0%)      1 (0.0%)  <&mut W as core::fmt::Write>::write_str
       4 (0.0%)      1 (0.0%)  <DB as ra_db::SourceDatabase>::crate_graph
       4 (0.0%)      1 (0.0%)  <DB as ra_db::SourceDatabase>::set_crate_graph
       4 (0.0%)      1 (0.0%)  <DB as ra_db::SourceDatabase>::set_crate_graph_with_durability
       4 (0.0%)      1 (0.0%)  <DB as ra_db::SourceDatabaseExt>::file_source_root
       4 (0.0%)      1 (0.0%)  <DB as ra_db::SourceDatabaseExt>::file_text
       4 (0.0%)      1 (0.0%)  <DB as ra_db::SourceDatabaseExt>::set_file_source_root
       4 (0.0%)      1 (0.0%)  <DB as ra_db::SourceDatabaseExt>::set_file_source_root_with_durability
       4 (0.0%)      1 (0.0%)  <DB as ra_db::SourceDatabaseExt>::set_file_text
       4 (0.0%)      1 (0.0%)  <DB as ra_db::SourceDatabaseExt>::set_file_text_with_durability
       4 (0.0%)      1 (0.0%)  <DB as ra_db::SourceDatabaseExt>::set_source_root
       4 (0.0%)      1 (0.0%)  <DB as ra_db::SourceDatabaseExt>::set_source_root_with_durability
       4 (0.0%)      1 (0.0%)  <DB as ra_db::SourceDatabaseExt>::source_root
       4 (0.0%)      1 (0.0%)  <DB as ra_db::SourceDatabaseExt>::source_root_crates
       4 (0.0%)      1 (0.0%)  <DB as ra_hir_def::db::DefDatabase>::body
       4 (0.0%)      1 (0.0%)  <DB as ra_hir_def::db::DefDatabase>::const_data
       4 (0.0%)      1 (0.0%)  <DB as ra_hir_def::db::DefDatabase>::crate_def_map_query
       4 (0.0%)      1 (0.0%)  <DB as ra_hir_def::db::DefDatabase>::crate_lang_items
       4 (0.0%)      1 (0.0%)  <DB as ra_hir_def::db::DefDatabase>::enum_data
       4 (0.0%)      1 (0.0%)  <DB as ra_hir_def::db::DefDatabase>::expr_scopes
       4 (0.0%)      1 (0.0%)  <DB as ra_hir_def::db::DefDatabase>::function_data
       4 (0.0%)      1 (0.0%)  <DB as ra_hir_def::db::DefDatabase>::impl_data
       4 (0.0%)      1 (0.0%)  <DB as ra_hir_def::db::DefDatabase>::import_map
       4 (0.0%)      1 (0.0%)  <DB as ra_hir_def::db::DefDatabase>::module_lang_items
       4 (0.0%)      1 (0.0%)  <DB as ra_hir_def::db::DefDatabase>::static_data
       4 (0.0%)      1 (0.0%)  <DB as ra_hir_def::db::DefDatabase>::struct_data
       4 (0.0%)      1 (0.0%)  <DB as ra_hir_def::db::DefDatabase>::trait_data
       4 (0.0%)      1 (0.0%)  <DB as ra_hir_def::db::DefDatabase>::type_alias_data
       4 (0.0%)      1 (0.0%)  <DB as ra_hir_def::db::DefDatabase>::union_data
       4 (0.0%)      1 (0.0%)  <DB as ra_hir_def::db::InternDatabase>::lookup_intern_const
       4 (0.0%)      1 (0.0%)  <DB as ra_hir_def::db::InternDatabase>::lookup_intern_enum
       4 (0.0%)      1 (0.0%)  <DB as ra_hir_def::db::InternDatabase>::lookup_intern_function
       4 (0.0%)      1 (0.0%)  <DB as ra_hir_def::db::InternDatabase>::lookup_intern_impl
       4 (0.0%)      1 (0.0%)  <DB as ra_hir_def::db::InternDatabase>::lookup_intern_static
       4 (0.0%)      1 (0.0%)  <DB as ra_hir_def::db::InternDatabase>::lookup_intern_struct
       4 (0.0%)      1 (0.0%)  <DB as ra_hir_def::db::InternDatabase>::lookup_intern_trait
       4 (0.0%)      1 (0.0%)  <DB as ra_hir_def::db::InternDatabase>::lookup_intern_type_alias
       4 (0.0%)      1 (0.0%)  <DB as ra_hir_def::db::InternDatabase>::lookup_intern_union
       4 (0.0%)      1 (0.0%)  <DB as ra_hir_expand::db::AstDatabase>::expand_proc_macro
       4 (0.0%)      1 (0.0%)  <DB as ra_hir_expand::db::AstDatabase>::lookup_intern_eager_expansion
       4 (0.0%)      1 (0.0%)  <DB as ra_hir_expand::db::AstDatabase>::lookup_intern_macro
       4 (0.0%)      1 (0.0%)  <DB as ra_hir_expand::db::AstDatabase>::macro_arg
       4 (0.0%)      1 (0.0%)  <DB as ra_hir_expand::db::AstDatabase>::macro_expand
       4 (0.0%)      1 (0.0%)  <DB as ra_hir_expand::db::AstDatabase>::parse_macro
       4 (0.0%)      1 (0.0%)  <DB as ra_hir_ty::db::HirDatabase>::associated_ty_data
       4 (0.0%)      1 (0.0%)  <DB as ra_hir_ty::db::HirDatabase>::associated_ty_value
       4 (0.0%)      1 (0.0%)  <DB as ra_hir_ty::db::HirDatabase>::fn_def_datum
       4 (0.0%)      1 (0.0%)  <DB as ra_hir_ty::db::HirDatabase>::impl_datum
       4 (0.0%)      1 (0.0%)  <DB as ra_hir_ty::db::HirDatabase>::impl_self_ty
       4 (0.0%)      1 (0.0%)  <DB as ra_hir_ty::db::HirDatabase>::impl_trait
       4 (0.0%)      1 (0.0%)  <DB as ra_hir_ty::db::HirDatabase>::infer_query
       4 (0.0%)      1 (0.0%)  <DB as ra_hir_ty::db::HirDatabase>::inherent_impls_in_crate
       4 (0.0%)      1 (0.0%)  <DB as ra_hir_ty::db::HirDatabase>::intern_impl_trait_id
       4 (0.0%)      1 (0.0%)  <DB as ra_hir_ty::db::HirDatabase>::lookup_intern_assoc_ty_value
       4 (0.0%)      1 (0.0%)  <DB as ra_hir_ty::db::HirDatabase>::lookup_intern_callable_def
       4 (0.0%)      1 (0.0%)  <DB as ra_hir_ty::db::HirDatabase>::lookup_intern_chalk_impl
       4 (0.0%)      1 (0.0%)  <DB as ra_hir_ty::db::HirDatabase>::lookup_intern_type_ctor
       4 (0.0%)      1 (0.0%)  <DB as ra_hir_ty::db::HirDatabase>::lookup_intern_type_param_id
       4 (0.0%)      1 (0.0%)  <DB as ra_hir_ty::db::HirDatabase>::return_type_impl_traits
       4 (0.0%)      1 (0.0%)  <DB as ra_hir_ty::db::HirDatabase>::struct_datum
       4 (0.0%)      1 (0.0%)  <DB as ra_hir_ty::db::HirDatabase>::trait_datum
       4 (0.0%)      1 (0.0%)  <DB as ra_hir_ty::db::HirDatabase>::trait_impls_in_crate
       4 (0.0%)      1 (0.0%)  <DB as ra_hir_ty::db::HirDatabase>::trait_impls_in_deps
       4 (0.0%)      1 (0.0%)  <alloc::boxed::Box<T> as core::fmt::Debug>::fmt
       4 (0.0%)      1 (0.0%)  <core::hash::BuildHasherDefault<H> as core::default::Default>::default
       4 (0.0%)      1 (0.0%)  <core::num::NonZeroUsize as core::cmp::PartialEq>::eq
       4 (0.0%)      1 (0.0%)  <core::result::Result<T,E> as core::ops::try::Try>::from_ok
       4 (0.0%)      1 (0.0%)  <hashbrown::raw::bitmask::BitMask as core::iter::traits::collect::IntoIterator>::into_iter
       4 (0.0%)      1 (0.0%)  <i32 as core::iter::range::Step>::forward_unchecked
       4 (0.0%)      1 (0.0%)  <ra_db::FileRange as core::clone::Clone>::clone
       4 (0.0%)      1 (0.0%)  <ra_ssr::matching::Var as core::hash::Hash>::hash
       4 (0.0%)      1 (0.0%)  <rowan::api::SyntaxToken<L> as core::fmt::Display>::fmt
       4 (0.0%)      1 (0.0%)  <rustc_hash::FxHasher as core::hash::Hasher>::write_u8
       4 (0.0%)      1 (0.0%)  <text_size::size::TextSize as core::cmp::PartialEq>::eq
       4 (0.0%)      1 (0.0%)  <text_size::size::TextSize as core::convert::From<u32>>::from
       4 (0.0%)      1 (0.0%)  <vfs::FileId as core::cmp::PartialEq>::ne
       4 (0.0%)      1 (0.0%)  alloc::string::String::shrink_to_fit
       4 (0.0%)      1 (0.0%)  core::clone::Clone::clone
       4 (0.0%)      1 (0.0%)  core::cmp::impls::<impl core::cmp::PartialEq for usize>::eq
       4 (0.0%)      1 (0.0%)  core::cmp::impls::<impl core::cmp::PartialOrd for i32>::lt
       4 (0.0%)      1 (0.0%)  core::cmp::impls::<impl core::cmp::PartialOrd for usize>::lt
       4 (0.0%)      1 (0.0%)  core::hash::impls::<impl core::hash::Hash for &T>::hash
       4 (0.0%)      1 (0.0%)  core::intrinsics::copy
       4 (0.0%)      1 (0.0%)  core::num::<impl usize>::is_power_of_two
       4 (0.0%)      1 (0.0%)  core::num::NonZeroUsize::new_unchecked
       4 (0.0%)      1 (0.0%)  core::ptr::non_null::NonNull<T>::as_mut
       4 (0.0%)      1 (0.0%)  hashbrown::map::HashMap<K,V,S>::len
       4 (0.0%)      1 (0.0%)  ra_hir::semantics::Semantics<DB>::expand
       4 (0.0%)      1 (0.0%)  ra_hir::semantics::Semantics<DB>::original_range
       4 (0.0%)      1 (0.0%)  ra_hir::semantics::Semantics<DB>::parse
       4 (0.0%)      1 (0.0%)  ra_ssr::matching::recording_match_fail_reasons
       4 (0.0%)      1 (0.0%)  rowan::api::SyntaxToken<L>::text
       4 (0.0%)      1 (0.0%)  smol_str::SmolStr::len
       4 (0.0%)      1 (0.0%)  std::collections::hash::map::HashMap<K,V,S>::contains_key
       4 (0.0%)      1 (0.0%)  std::collections::hash::map::HashMap<K,V,S>::len
       4 (0.0%)      1 (0.0%)  std::collections::hash::map::HashMap<K,V,S>::remove
       4 (0.0%)      1 (0.0%)  std::collections::hash::set::HashSet<T,S>::contains
       4 (0.0%)      1 (0.0%)  text_size::size::TextSize::checked_sub::{{closure}}
       3 (0.0%)      1 (0.0%)  <&str as core::str::pattern::Pattern>::into_searcher
       3 (0.0%)      1 (0.0%)  <DB as ra_hir_def::db::DefDatabase>::crate_def_map
       3 (0.0%)      1 (0.0%)  <DB as ra_hir_ty::db::HirDatabase>::infer
       3 (0.0%)      1 (0.0%)  <T as core::any::Any>::type_id
       3 (0.0%)      1 (0.0%)  <alloc::rc::Rc<T> as alloc::rc::RcBoxPtr<T>>::inner
       3 (0.0%)      1 (0.0%)  <alloc::string::String as core::convert::From<&str>>::from
       3 (0.0%)      1 (0.0%)  <alloc::string::String as core::fmt::Write>::write_char
       3 (0.0%)      1 (0.0%)  <alloc::string::String as core::fmt::Write>::write_str
       3 (0.0%)      1 (0.0%)  <core::core_arch::x86::__m128i as core::core_arch::x86::m128iExt>::as_m128i
       3 (0.0%)      1 (0.0%)  <core::hash::BuildHasherDefault<H> as core::hash::BuildHasher>::build_hasher
       3 (0.0%)      1 (0.0%)  <core::iter::adapters::TakeWhile<I,P> as core::iter::traits::iterator::Iterator>::fold::ok
       3 (0.0%)      1 (0.0%)  <core::str::Chars as core::iter::traits::iterator::Iterator>::next::{{closure}}
       3 (0.0%)      1 (0.0%)  <core::str::pattern::MatchOnly as core::str::pattern::TwoWayStrategy>::rejecting
       3 (0.0%)      1 (0.0%)  <rowan::api::SyntaxNode<L> as core::fmt::Display>::fmt
       3 (0.0%)      1 (0.0%)  <salsa::revision::Revision as core::cmp::PartialEq>::eq
       3 (0.0%)      1 (0.0%)  <str as alloc::string::ToString>::to_string
       3 (0.0%)      1 (0.0%)  <str as core::convert::AsRef<str>>::as_ref
       3 (0.0%)      1 (0.0%)  <usize as core::iter::range::Step>::backward_unchecked
       3 (0.0%)      1 (0.0%)  <usize as core::iter::range::Step>::forward_unchecked
       3 (0.0%)      1 (0.0%)  <usize as core::ops::arith::Add>::add
       3 (0.0%)      1 (0.0%)  alloc::slice::<impl [T]>::join
       3 (0.0%)      1 (0.0%)  alloc::slice::<impl alloc::borrow::ToOwned for [T]>::to_owned
       3 (0.0%)      1 (0.0%)  core::alloc::layout::Layout::size
       3 (0.0%)      1 (0.0%)  core::cmp::min
       3 (0.0%)      1 (0.0%)  core::core_arch::x86::sse2::_mm_load_si128
       3 (0.0%)      1 (0.0%)  core::core_arch::x86::sse2::_mm_set1_epi64x
       3 (0.0%)      1 (0.0%)  core::core_arch::x86::sse2::_mm_set1_epi8
       3 (0.0%)      1 (0.0%)  core::core_arch::x86::sse2::_mm_setzero_si128
       3 (0.0%)      1 (0.0%)  core::core_arch::x86::sse2::_mm_store_si128
       3 (0.0%)      1 (0.0%)  core::iter::traits::iterator::Iterator::step_by
       3 (0.0%)      1 (0.0%)  core::ptr::const_ptr::<impl *const T>::wrapping_add
       3 (0.0%)      1 (0.0%)  core::ptr::mut_ptr::<impl *mut T>::copy_to
       3 (0.0%)      1 (0.0%)  core::ptr::mut_ptr::<impl *mut T>::read
       3 (0.0%)      1 (0.0%)  core::slice::<impl [T]>::get
       3 (0.0%)      1 (0.0%)  core::slice::<impl core::cmp::PartialEq<[B]> for [A]>::eq
       3 (0.0%)      1 (0.0%)  core::str::from_utf8_unchecked
       3 (0.0%)      1 (0.0%)  core::str::from_utf8_unchecked_mut
       3 (0.0%)      1 (0.0%)  hashbrown::raw::RawTable<T>::len
       3 (0.0%)      1 (0.0%)  hashbrown::raw::is_full
       3 (0.0%)      1 (0.0%)  hashbrown::raw::offset_from
       3 (0.0%)      1 (0.0%)  hashbrown::raw::special_is_empty
       3 (0.0%)      1 (0.0%)  ra_ssr::MatchFinder::output_debug_for_nodes_at_range::{{closure}}::{{closure}}
       3 (0.0%)      1 (0.0%)  ra_ssr::matching::RECORDING_MATCH_FAIL_REASONS::__getit
       3 (0.0%)      1 (0.0%)  ra_ssr::matching::RECORDING_MATCH_FAIL_REASONS::__init
       3 (0.0%)      1 (0.0%)  ra_ssr::matching::recording_match_fail_reasons::{{closure}}
       3 (0.0%)      1 (0.0%)  rowan::api::SyntaxNode<L>::text
       3 (0.0%)      1 (0.0%)  salsa::Database::salsa_runtime
       3 (0.0%)      1 (0.0%)  salsa::Database::salsa_runtime_mut
       3 (0.0%)      1 (0.0%)  thin_dst::ThinData<Head,SliceItem>::len
       2 (0.0%)      2 (0.0%)  <T as core::borrow::Borrow<T>>::borrow
       2 (0.0%)      2 (0.0%)  <[T; 1] as smallvec::Array>::size
